X ; Y ; XL93 ; YL93 ; NBSARM ; DIAM ; BIOM ; Date ; Vitesse ; NBSARMM2 ; NBSARCEP ; BIOMMM2 ; BIOMGM2 ; BIOMGCEP 
4.2676722;47.1614393;796033.9696120;6674233.1787669;6.08;11.22;600.97;2015-02-11 09:55:42;6.51;5.53;6.08;546.34;442.53;486.79
4.2676806;47.1614233;796034.6344394;6674231.4120045;7.53;11.21;743.97;2015-02-11 09:55:43;6.69;6.85;7.53;676.34;547.83;602.62
4.2676918;47.1614083;796035.5095832;6674229.7597088;7.39;8.01;372.16;2015-02-11 09:55:44;6.33;6.72;7.39;338.33;274.05;301.45
4.2677036;47.1613931;796036.4305340;6674228.0859307;4.40;10.24;362.46;2015-02-11 09:55:45;6.55;4.00;4.40;329.51;266.90;293.59
4.2677155;47.1613764;796037.3617350;6674226.2456827;4.57;11.31;459.61;2015-02-11 09:55:46;6.30;4.16;4.57;417.82;338.44;372.28
4.2677348;47.1613484;796038.8736352;6674223.1594441;2.26;8.70;134.32;2015-02-11 09:55:48;6.37;2.06;2.26;122.11;98.91;108.80
4.2677452;47.1613313;796039.6919263;6674221.2729476;4.26;7.68;197.46;2015-02-11 09:55:49;6.76;3.87;4.26;179.51;145.40;159.94
4.2677553;47.1613158;796040.4846398;6674219.5637842;4.00;7.75;188.61;2015-02-11 09:55:50;6.30;3.64;4.00;171.46;138.88;152.77
4.2677646;47.1613005;796041.2163971;6674217.8758601;3.39;8.20;178.95;2015-02-11 09:55:51;6.37;3.08;3.39;162.68;131.77;144.95
4.2677742;47.1612846;796041.9719498;6674216.1216643;5.98;8.69;354.64;2015-02-11 09:55:52;6.62;5.44;5.98;322.40;261.14;287.26
4.2677816;47.1612694;796042.5596049;6674214.4425356;3.94;7.78;187.38;2015-02-11 09:55:53;6.40;3.58;3.94;170.34;137.98;151.78
4.2677885;47.1612551;796043.1077803;6674212.8627538;4.50;7.50;199.06;2015-02-11 09:55:54;6.40;4.09;4.50;180.96;146.58;161.24
4.2677964;47.1612407;796043.7318843;6674211.2730822;3.39;10.64;301.29;2015-02-11 09:55:55;6.37;3.08;3.39;273.90;221.86;244.05
4.2678046;47.1612258;796044.3796052;6674209.6282450;5.95;11.26;591.71;2015-02-11 09:55:56;6.66;5.41;5.95;537.92;435.71;479.28
4.2678148;47.1612106;796045.1793614;6674207.9525223;3.78;8.23;201.23;2015-02-11 09:55:57;6.66;3.44;3.78;182.94;148.18;163.00
4.2678254;47.1611955;796046.0092397;6674206.2883923;5.23;9.78;393.57;2015-02-11 09:55:58;6.19;4.76;5.23;357.79;289.81;318.79
4.2678338;47.1611791;796046.6747868;6674204.4772070;3.30;9.59;238.17;2015-02-11 09:55:59;6.55;3.00;3.30;216.51;175.38;192.91
4.2678417;47.1611633;796047.3013893;6674202.7320503;4.44;8.28;239.08;2015-02-11 09:56:00;6.48;4.04;4.44;217.35;176.05;193.66
4.2678487;47.1611478;796047.8592821;6674201.0191172;5.56;13.29;770.46;2015-02-11 09:56:01;6.48;5.05;5.56;700.42;567.34;624.07
4.2678567;47.1611321;796048.4932819;6674199.2851884;4.30;11.41;439.97;2015-02-11 09:56:02;6.69;3.91;4.30;399.97;323.98;356.37
4.2678670;47.1611164;796049.3015072;6674197.5540573;7.27;8.95;456.92;2015-02-11 09:56:03;6.44;6.61;7.27;415.38;336.46;370.11
4.2678769;47.1611015;796050.0780063;6674195.9112887;5.95;10.34;499.61;2015-02-11 09:56:04;6.66;5.41;5.95;454.20;367.90;404.69
4.2678843;47.1610872;796050.6640603;6674194.3321159;2.84;9.64;207.69;2015-02-11 09:56:05;6.33;2.59;2.84;188.81;152.94;168.23
4.2678938;47.1610723;796051.4102601;6674192.6888609;6.19;8.75;372.36;2015-02-11 09:56:06;6.40;5.62;6.19;338.51;274.19;301.61
4.2679034;47.1610567;796052.1652837;6674190.9679849;4.44;7.99;223.02;2015-02-11 09:56:07;6.48;4.04;4.44;202.74;164.22;180.65
4.2679120;47.1610422;796052.8425956;6674189.3680598;6.64;10.04;525.41;2015-02-11 09:56:08;6.51;6.03;6.64;477.64;386.89;425.58
4.2679201;47.1610260;796053.4850648;6674187.5787226;4.03;5.50;95.67;2015-02-11 09:56:09;6.26;3.66;4.03;86.97;70.44;77.49
4.2679280;47.1610116;796054.1091740;6674185.9890522;3.33;11.91;371.37;2015-02-11 09:56:10;6.48;3.03;3.33;337.61;273.46;300.81
4.2679345;47.1609967;796054.6281248;6674184.3421484;2.76;6.49;91.34;2015-02-11 09:56:11;6.51;2.51;2.76;83.04;67.26;73.98
4.2679433;47.1609794;796055.3255821;6674182.4314957;5.14;10.53;447.92;2015-02-11 09:56:12;6.30;4.68;5.14;407.20;329.83;362.81
4.2679529;47.1609641;796056.0800729;6674180.7439386;3.24;10.22;266.03;2015-02-11 09:56:13;6.66;2.95;3.24;241.84;195.89;215.48
4.2679634;47.1609496;796056.9013127;6674179.1463253;7.96;9.01;507.12;2015-02-11 09:56:14;6.33;7.24;7.96;461.02;373.43;410.77
4.2679727;47.1609361;796057.6298688;6674177.6583135;5.03;9.80;379.79;2015-02-11 09:56:15;6.44;4.57;5.03;345.27;279.67;307.63
4.2679810;47.1609210;796058.2855287;6674175.9913874;5.00;10.17;405.79;2015-02-11 09:56:16;6.48;4.55;5.00;368.90;298.81;328.69
4.2679894;47.1609055;796058.9494774;6674174.2801587;3.30;11.79;360.02;2015-02-11 09:56:17;6.55;3.00;3.30;327.29;265.11;291.62
4.2679978;47.1608905;796059.6125347;6674172.6244605;7.56;11.08;729.33;2015-02-11 09:56:18;6.19;6.87;7.56;663.03;537.05;590.76
4.2680071;47.1608763;796060.3423408;6674171.0587063;2.16;9.62;157.22;2015-02-11 09:56:19;6.66;1.97;2.16;142.93;115.77;127.35
4.2680165;47.1608609;796061.0818627;6674169.3598004;5.69;10.00;446.39;2015-02-11 09:56:20;6.33;5.17;5.69;405.81;328.70;361.57
4.2680246;47.1608456;796061.7227310;6674167.6704193;2.80;8.33;152.23;2015-02-11 09:56:21;6.44;2.54;2.80;138.39;112.10;123.31
4.2680349;47.1608295;796062.5316777;6674165.8948657;8.33;10.08;665.12;2015-02-11 09:56:22;6.48;7.58;8.33;604.65;489.77;538.75
4.2680450;47.1608145;796063.3235127;6674164.2412362;1.13;12.99;149.85;2015-02-11 09:56:23;6.37;1.03;1.13;136.23;110.35;121.38
4.2680551;47.1607997;796064.1149913;6674162.6098191;6.67;9.93;515.86;2015-02-11 09:56:24;6.48;6.06;6.67;468.97;379.86;417.85
4.2680638;47.1607843;796064.8014899;6674160.9100621;4.40;5.58;107.37;2015-02-11 09:56:25;6.55;4.00;4.40;97.61;79.06;86.97
4.2680733;47.1607695;796065.5475190;6674159.2779152;5.18;9.95;402.73;2015-02-11 09:56:26;6.26;4.71;5.18;366.12;296.56;326.21
4.2680814;47.1607596;796066.1787575;6674158.1882646;5.53;7.46;241.46;2015-02-11 09:56:27;5.86;5.03;5.53;219.51;177.81;195.59
4.2680893;47.1607445;796066.8041215;6674156.5208530;5.69;8.36;312.52;2015-02-11 09:56:28;6.33;5.17;5.69;284.11;230.13;253.14
4.2680981;47.1607278;796067.5005154;6674154.6768386;4.42;7.42;191.19;2015-02-11 09:56:29;6.51;4.02;4.42;173.81;140.78;154.86
4.2681078;47.1607120;796068.2634799;6674152.9338742;5.98;6.81;217.75;2015-02-11 09:56:30;6.62;5.44;5.98;197.96;160.35;176.38
4.2681178;47.1606944;796069.0523808;6674150.9913650;3.96;8.41;219.61;2015-02-11 09:56:31;6.37;3.60;3.96;199.64;161.71;177.88
4.2681274;47.1606806;796069.8042036;6674149.4704015;6.37;9.71;471.82;2015-02-11 09:56:32;6.22;5.79;6.37;428.93;347.43;382.17
4.2681370;47.1606668;796070.5560267;6674147.9494380;4.68;8.40;259.33;2015-02-11 09:56:33;6.15;4.26;4.68;235.76;190.96;210.06
4.2681470;47.1606536;796071.3370802;6674146.4955980;4.88;10.66;436.05;2015-02-11 09:56:34;5.90;4.44;4.88;396.41;321.09;353.20
4.2681562;47.1606428;796072.0532523;6674145.3073314;2.49;8.61;144.64;2015-02-11 09:56:35;5.79;2.26;2.49;131.49;106.51;117.16
4.2681654;47.1606311;796072.7710302;6674144.0191099;8.34;13.26;1152.66;2015-02-11 09:56:36;6.04;7.59;8.34;1047.88;848.78;933.66
4.2681750;47.1606177;796073.5221412;6674142.5425713;3.53;10.12;284.09;2015-02-11 09:56:37;6.12;3.21;3.53;258.26;209.19;230.11
4.2681867;47.1606051;796074.4309021;6674141.1574368;3.45;8.17;181.04;2015-02-11 09:56:38;6.26;3.14;3.45;164.58;133.31;146.64
4.2681979;47.1605913;796075.3039287;6674139.6384207;6.14;11.00;583.72;2015-02-11 09:56:39;5.86;5.58;6.14;530.65;429.83;472.81
4.2682071;47.1605703;796076.0382981;6674137.3173314;2.81;12.22;329.71;2015-02-11 09:56:40;6.40;2.56;2.81;299.73;242.78;267.06
4.2682149;47.1605526;796076.6607299;6674135.3610403;4.03;9.63;293.46;2015-02-11 09:56:41;6.26;3.66;4.03;266.78;216.09;237.70
4.2682235;47.1605362;796077.3414437;6674133.5501022;5.69;10.71;512.62;2015-02-11 09:56:42;6.33;5.17;5.69;466.02;377.47;415.22
4.2682373;47.1605184;796078.4185603;6674131.5900057;3.89;10.82;357.71;2015-02-11 09:56:43;6.48;3.54;3.89;325.19;263.40;289.75
4.2682452;47.1605043;796079.0421463;6674130.0336566;7.20;11.68;771.34;2015-02-11 09:56:44;5.50;6.55;7.20;701.22;567.99;624.79
4.2682503;47.1604957;796079.4438182;6674129.0847367;2.61;5.78;68.35;2015-02-11 09:56:45;4.14;2.37;2.61;62.13;50.33;55.36
4.2682483;47.1605167;796079.2548533;6674131.4145863;1.89;5.80;50.03;2015-02-11 09:57:02;1.90;1.72;1.89;45.48;36.84;40.52
4.2682386;47.1605249;796078.5054409;6674132.3134847;6.34;8.07;324.47;2015-02-11 09:57:03;2.84;5.76;6.34;294.98;238.93;262.82
4.2682320;47.1605349;796077.9876456;6674133.4160651;4.83;9.39;333.98;2015-02-11 09:57:04;5.22;4.39;4.83;303.62;245.93;270.52
4.2682215;47.1605508;796077.1638968;6674135.1691608;3.43;4.38;51.68;2015-02-11 09:57:05;6.30;3.12;3.43;46.98;38.06;41.86
4.2682105;47.1605645;796076.3061976;6674136.6773138;2.69;11.08;259.48;2015-02-11 09:57:06;6.69;2.45;2.69;235.89;191.07;210.18
4.2682016;47.1605800;796075.6043647;6674138.3879321;3.41;12.81;439.60;2015-02-11 09:57:07;6.33;3.10;3.41;399.64;323.71;356.08
4.2681909;47.1605956;796074.7660023;6674140.1074665;4.12;8.79;249.91;2015-02-11 09:57:08;6.12;3.74;4.12;227.19;184.03;202.43
4.2681677;47.1606322;796072.9432947;6674144.1440755;5.09;10.27;421.35;2015-02-11 09:57:10;6.37;4.62;5.09;383.05;310.27;341.30
4.2681580;47.1606466;796072.1828252;6674145.7315537;2.38;13.15;323.89;2015-02-11 09:57:11;6.04;2.17;2.38;294.45;238.50;262.35
4.2681514;47.1606617;796071.6559346;6674147.4005464;3.53;8.40;195.43;2015-02-11 09:57:12;6.12;3.21;3.53;177.66;143.91;158.30
4.2681416;47.1606796;796070.8816474;6674149.3766169;1.66;9.67;121.85;2015-02-11 09:57:13;6.51;1.51;1.66;110.77;89.72;98.70
4.2681305;47.1606932;796070.0165551;6674150.8735431;4.94;12.19;576.19;2015-02-11 09:57:14;5.83;4.49;4.94;523.81;424.28;466.71
4.2681186;47.1607053;796069.0935383;6674152.2029045;3.62;12.53;445.96;2015-02-11 09:57:15;5.97;3.29;3.62;405.42;328.39;361.23
4.2681118;47.1607197;796068.5527476;6674153.7939114;4.12;8.63;240.82;2015-02-11 09:57:16;6.12;3.74;4.12;218.93;177.33;195.06
4.2681045;47.1607347;796067.9730116;6674155.4509467;3.96;8.14;205.96;2015-02-11 09:57:17;6.37;3.60;3.96;187.24;151.66;166.83
4.2680958;47.1607495;796067.2875818;6674157.0840666;2.38;11.67;254.86;2015-02-11 09:57:18;6.04;2.17;2.38;231.69;187.67;206.43
4.2680876;47.1607636;796066.6412763;6674158.6400521;2.98;7.54;132.95;2015-02-11 09:57:19;6.04;2.71;2.98;120.86;97.90;107.69
4.2680783;47.1607775;796065.9120022;6674160.1724871;3.49;8.19;183.62;2015-02-11 09:57:20;6.19;3.17;3.49;166.92;135.21;148.73
4.2680696;47.1607911;796065.2287140;6674161.6723339;3.32;10.53;288.85;2015-02-11 09:57:21;6.51;3.02;3.32;262.59;212.70;233.97
4.2680607;47.1608061;796064.5277788;6674163.3274231;4.10;10.86;379.25;2015-02-11 09:57:22;6.15;3.73;4.10;344.77;279.26;307.19
4.2680511;47.1608199;796063.7759590;6674164.8483874;4.03;9.44;281.62;2015-02-11 09:57:23;6.26;3.66;4.03;256.02;207.37;228.11
4.2680409;47.1608348;796062.9767272;6674166.4907891;5.33;11.17;521.85;2015-02-11 09:57:24;6.08;4.84;5.33;474.41;384.27;422.70
4.2680316;47.1608490;796062.2469199;6674168.0565430;1.16;12.19;135.13;2015-02-11 09:57:25;6.22;1.05;1.16;122.84;99.50;109.45
4.2680232;47.1608637;796061.5843965;6674169.6789224;6.03;9.55;432.28;2015-02-11 09:57:26;5.97;5.48;6.03;392.98;318.31;350.14
4.2680135;47.1608788;796060.8226845;6674171.3441449;3.49;8.59;202.17;2015-02-11 09:57:27;6.19;3.17;3.49;183.79;148.87;163.76
4.2680029;47.1608926;796059.9951162;6674172.8638932;2.34;9.04;150.36;2015-02-11 09:57:28;6.15;2.13;2.34;136.69;110.72;121.79
4.2679937;47.1609060;796059.2743123;6674174.3409202;6.03;7.49;265.75;2015-02-11 09:57:29;5.97;5.48;6.03;241.59;195.69;215.26
4.2679841;47.1609198;796058.5224952;6674175.8618852;3.47;10.17;281.98;2015-02-11 09:57:30;6.22;3.16;3.47;256.34;207.64;228.40
4.2679744;47.1609343;796057.7618549;6674177.4604715;6.59;9.48;465.19;2015-02-11 09:57:31;6.01;5.99;6.59;422.90;342.55;376.80
4.2679651;47.1609481;796057.0327636;6674178.9818016;3.43;8.59;198.74;2015-02-11 09:57:32;6.30;3.12;3.43;180.67;146.34;160.98
4.2679558;47.1609628;796056.3020674;6674180.6030869;11.18;9.68;822.65;2015-02-11 09:57:33;6.12;10.16;11.18;747.87;605.77;666.35
4.2679446;47.1609776;796055.4272678;6674182.2331671;1.74;10.63;154.08;2015-02-11 09:57:34;6.22;1.58;1.74;140.07;113.46;124.80
4.2679339;47.1609915;796054.5919489;6674183.7639006;3.07;9.75;229.19;2015-02-11 09:57:35;5.86;2.79;3.07;208.35;168.76;185.64
4.2679267;47.1610054;796054.0217563;6674185.2988918;5.45;9.14;357.81;2015-02-11 09:57:36;5.94;4.96;5.45;325.29;263.48;289.83
4.2679187;47.1610205;796053.3888237;6674186.9661833;1.73;9.70;127.51;2015-02-11 09:57:37;6.26;1.57;1.73;115.92;93.89;103.28
4.2679106;47.1610342;796052.7508132;6674188.4778677;4.12;9.67;302.61;2015-02-11 09:57:38;6.12;3.74;4.12;275.10;222.83;245.12
4.2679021;47.1610485;796052.0814328;6674190.0557022;3.43;10.93;321.63;2015-02-11 09:57:39;6.30;3.12;3.43;292.39;236.83;260.52
4.2678916;47.1610631;796051.2600175;6674191.6644223;5.18;10.51;449.14;2015-02-11 09:57:40;6.26;4.71;5.18;408.30;330.73;363.80
4.2678807;47.1610779;796050.4079458;6674193.2948682;6.71;9.83;509.85;2015-02-11 09:57:41;5.90;6.10;6.71;463.50;375.44;412.98
4.2678713;47.1610918;796049.6711048;6674194.8271838;1.80;12.13;207.55;2015-02-11 09:57:42;6.01;1.63;1.80;188.68;152.83;168.12
4.2678628;47.1611065;796049.0010126;6674196.4494432;5.69;8.34;310.36;2015-02-11 09:57:43;6.33;5.17;5.69;282.14;228.54;251.39
4.2678538;47.1611221;796048.2914406;6674198.1710495;4.63;12.35;554.50;2015-02-11 09:57:44;6.22;4.21;4.63;504.09;408.32;449.15
4.2678469;47.1611376;796047.7411225;6674199.8841041;6.10;11.94;683.72;2015-02-11 09:57:45;5.90;5.55;6.10;621.56;503.47;553.81
4.2678384;47.1611517;796047.0721014;6674201.4397270;5.27;8.92;329.49;2015-02-11 09:57:46;6.15;4.79;5.27;299.54;242.63;266.89
4.2678287;47.1611646;796046.3143205;6674202.8606170;4.14;8.39;229.29;2015-02-11 09:57:47;6.08;3.77;4.14;208.45;168.84;185.73
4.2678192;47.1611782;796045.5704417;6674204.3594932;5.23;8.48;295.39;2015-02-11 09:57:48;6.19;4.76;5.23;268.54;217.51;239.27
4.2678110;47.1611923;796044.9241466;6674205.9154813;6.56;10.36;552.67;2015-02-11 09:57:49;6.04;5.96;6.56;502.43;406.97;447.67
4.2678028;47.1612070;796044.2767818;6674207.5381062;2.29;8.63;133.64;2015-02-11 09:57:50;6.30;2.08;2.29;121.49;98.41;108.25
4.2677937;47.1612219;796043.5608857;6674209.1818486;5.75;10.65;512.57;2015-02-11 09:57:51;6.26;5.23;5.75;465.97;377.44;415.18
4.2677854;47.1612353;796042.9082649;6674210.6599725;7.29;9.11;475.75;2015-02-11 09:57:52;5.43;6.63;7.29;432.50;350.32;385.36
4.2677789;47.1612509;796042.3880711;6674212.3846204;3.51;10.69;314.98;2015-02-11 09:57:53;6.15;3.19;3.51;286.35;231.94;255.14
4.2677716;47.1612660;796041.8081692;6674214.0527647;2.91;7.92;143.43;2015-02-11 09:57:54;6.19;2.64;2.91;130.39;105.61;116.17
4.2677627;47.1612803;796041.1084944;6674215.6301140;7.35;9.29;498.19;2015-02-11 09:57:55;6.37;6.68;7.35;452.90;366.85;403.53
4.2677542;47.1612947;796040.4389417;6674217.2190561;4.65;8.02;234.81;2015-02-11 09:57:56;6.19;4.23;4.65;213.46;172.90;190.19
4.2677462;47.1613091;796039.8072642;6674218.8086064;4.91;10.76;447.30;2015-02-11 09:57:57;5.86;4.47;4.91;406.64;329.38;362.32
4.2677382;47.1613235;796039.1755870;6674220.3981568;3.39;6.56;114.77;2015-02-11 09:57:58;6.37;3.08;3.39;104.34;84.51;92.96
4.2677289;47.1613399;796038.4418690;6674222.2082484;5.75;9.44;402.79;2015-02-11 09:57:59;6.26;5.23;5.75;366.17;296.60;326.26
4.2677263;47.1613545;796038.2188846;6674223.8265790;3.66;9.76;274.01;2015-02-11 09:58:00;5.90;3.33;3.66;249.10;201.77;221.95
4.2677204;47.1613692;796037.7457478;6674225.4520020;2.96;11.89;328.47;2015-02-11 09:58:01;6.08;2.69;2.96;298.61;241.88;266.06
4.2677129;47.1613832;796037.1526599;6674226.9977363;8.48;9.96;659.95;2015-02-11 09:58:02;6.37;7.71;8.48;599.95;485.96;534.56
4.2677080;47.1613971;796036.7566999;6674228.5355267;3.55;9.80;267.90;2015-02-11 09:58:03;6.08;3.23;3.55;243.55;197.27;217.00
4.2676980;47.1614109;796035.9745950;6674230.0560084;3.49;6.67;122.06;2015-02-11 09:58:04;6.19;3.17;3.49;110.97;89.88;98.87
4.2676899;47.1614260;796035.3340968;6674231.7231804;2.94;7.66;135.50;2015-02-11 09:58:05;6.12;2.67;2.94;123.18;99.78;109.75
4.2676800;47.1614411;796034.5572495;6674233.3881633;5.39;10.20;440.55;2015-02-11 09:58:06;6.01;4.90;5.39;400.50;324.41;356.85
4.2676695;47.1614572;796033.7331697;6674235.1634778;2.88;7.52;127.85;2015-02-11 09:58:07;6.26;2.61;2.88;116.23;94.15;103.56
4.2676591;47.1614728;796032.9175570;6674236.8833835;5.36;6.36;170.48;2015-02-11 09:58:08;6.04;4.88;5.36;154.98;125.54;138.09
4.2676499;47.1614870;796032.1953405;6674238.4492630;8.10;9.76;606.02;2015-02-11 09:58:09;6.22;7.37;8.10;550.92;446.25;490.87
4.2676405;47.1615025;796031.4556565;6674240.1592790;4.03;7.62;183.43;2015-02-11 09:58:10;6.26;3.66;4.03;166.75;135.07;148.58
4.2676324;47.1615170;796030.8162303;6674241.7598149;6.51;9.16;429.12;2015-02-11 09:58:11;6.08;5.92;6.51;390.11;315.99;347.59
4.2676228;47.1615306;796030.0647850;6674243.2585715;4.07;9.46;285.97;2015-02-11 09:58:12;6.19;3.70;4.07;259.97;210.58;231.64
4.2676137;47.1615441;796029.3513931;6674244.7468303;4.85;7.60;219.88;2015-02-11 09:58:13;5.94;4.41;4.85;199.90;161.92;178.11
4.2676068;47.1615572;796028.8053636;6674246.1933401;4.14;12.12;478.29;2015-02-11 09:58:14;6.08;3.77;4.14;434.81;352.20;387.42
4.2675966;47.1615703;796028.0093612;6674247.6358369;6.50;7.69;301.85;2015-02-11 09:58:15;5.54;5.91;6.50;274.41;222.27;244.50
4.2675878;47.1615828;796027.3204781;6674249.0133995;3.21;10.44;274.83;2015-02-11 09:58:16;5.61;2.92;3.21;249.85;202.38;222.61
4.2675783;47.1615975;796026.5746482;6674250.6344456;2.96;10.36;249.47;2015-02-11 09:58:17;6.08;2.69;2.96;226.79;183.70;202.07
4.2675691;47.1616127;796025.8506519;6674252.3113872;5.14;9.88;394.38;2015-02-11 09:58:18;6.30;4.68;5.14;358.53;290.41;319.45
4.2675611;47.1616271;796025.2189817;6674253.9009392;3.47;10.91;324.70;2015-02-11 09:58:19;6.22;3.16;3.47;295.18;239.10;263.01
4.2675523;47.1616414;796024.5268906;6674255.4784123;10.07;10.87;934.28;2015-02-11 09:58:20;5.72;9.15;10.07;849.34;687.97;756.77
4.2675471;47.1616539;796024.1107069;6674256.8603533;3.68;9.83;279.54;2015-02-11 09:58:21;4.89;3.35;3.68;254.13;205.84;226.43
4.2675456;47.1616610;796023.9844238;6674257.6470635;2.57;6.31;80.46;2015-02-11 09:58:22;1.40;2.34;2.57;73.15;59.25;65.18
4.2676338;47.1616379;796030.7067044;6674255.1888118;6.55;10.52;569.40;2015-02-11 09:58:36;1.65;5.95;6.55;517.64;419.29;461.22
4.2676401;47.1616328;796031.1930192;6674254.6300617;4.00;8.86;246.34;2015-02-11 09:58:37;0.90;3.64;4.00;223.94;181.39;199.53
4.2676463;47.1616262;796031.6744338;6674253.9045982;3.13;19.68;952.38;2015-02-11 09:58:38;2.30;2.85;3.13;865.80;701.30;771.43
4.2676488;47.1615992;796031.9119512;6674250.9089873;5.81;12.19;677.99;2015-02-11 09:59:47;2.48;5.28;5.81;616.35;499.25;549.17
4.2676550;47.1615927;796032.3931879;6674250.1946300;5.31;8.54;303.74;2015-02-11 09:59:48;4.75;4.82;5.31;276.12;223.66;246.03
4.2676650;47.1615794;796033.1743978;6674248.7296784;4.28;9.83;324.55;2015-02-11 09:59:49;6.73;3.89;4.28;295.05;238.99;262.89
