X ; Y ; XL93 ; YL93 ; NBSARM ; DIAM ; BIOM ; Date ; Vitesse ; NBSARMM2 ; NBSARCEP ; BIOMMM2 ; BIOMGM2 ; BIOMGCEP 
4.2676745;47.1615641;796033.9212997;6674247.0419965;6.05;9.41;420.72;2015-02-11 09:59:50;6.55;5.50;6.05;382.47;309.80;340.78
4.2676845;47.1615495;796034.7048285;6674245.4326656;3.41;11.80;372.98;2015-02-11 09:59:51;6.33;3.10;3.41;339.07;274.65;302.11
4.2676945;47.1615356;796035.4871095;6674243.9010776;5.38;8.72;321.45;2015-02-11 09:59:52;6.69;4.89;5.38;292.22;236.70;260.37
4.2677052;47.1615208;796036.3240204;6674242.2703861;5.27;9.56;378.35;2015-02-11 09:59:53;6.15;4.79;5.27;343.96;278.61;306.47
4.2677150;47.1615073;796037.0904390;6674240.7829795;6.98;9.47;491.72;2015-02-11 09:59:54;6.19;6.34;6.98;447.01;362.08;398.29
4.2677260;47.1614907;796037.9532855;6674238.9527430;4.40;8.49;248.77;2015-02-11 09:59:55;6.55;4.00;4.40;226.16;183.19;201.51
4.2677355;47.1614742;796038.7023297;6674237.1317884;6.15;8.39;340.23;2015-02-11 09:59:56;6.44;5.59;6.15;309.30;250.53;275.59
4.2677448;47.1614585;796039.4347979;6674235.3994395;2.24;9.40;155.24;2015-02-11 09:59:57;6.44;2.03;2.24;141.13;114.31;125.75
4.2677548;47.1614432;796040.2195779;6674233.7123666;3.89;8.60;225.69;2015-02-11 09:59:58;6.48;3.54;3.89;205.17;166.19;182.81
4.2677680;47.1614280;796041.2465789;6674232.0402920;2.84;9.96;221.45;2015-02-11 09:59:59;6.33;2.59;2.84;201.32;163.07;179.37
4.2677816;47.1614115;796042.3061986;6674230.2243247;3.32;12.81;427.65;2015-02-11 10:00:00;6.51;3.02;3.32;388.77;314.90;346.39
4.2677889;47.1613946;796042.8893092;6674228.3562703;1.11;6.65;38.54;2015-02-11 10:00:01;6.48;1.01;1.11;35.04;28.38;31.22
4.2677973;47.1613784;796043.5544964;6674226.5672967;3.51;8.16;183.49;2015-02-11 10:00:02;6.15;3.19;3.51;166.81;135.12;148.63
4.2678064;47.1613630;796044.2712822;6674224.8680235;2.75;10.60;242.48;2015-02-11 10:00:03;6.55;2.50;2.75;220.43;178.55;196.41
4.2678156;47.1613487;796044.9936817;6674223.2910394;4.52;13.03;603.30;2015-02-11 10:00:04;6.37;4.11;4.52;548.45;444.25;488.67
4.2678246;47.1613344;796045.7009317;6674221.7138121;3.94;11.46;406.50;2015-02-11 10:00:05;6.40;3.58;3.94;369.54;299.33;329.26
4.2678341;47.1613183;796046.4492669;6674219.9372830;2.27;10.17;184.74;2015-02-11 10:00:06;6.33;2.07;2.27;167.95;136.04;149.64
4.2678433;47.1613038;796047.1720242;6674218.3380869;1.64;9.08;106.37;2015-02-11 10:00:07;6.58;1.49;1.64;96.70;78.33;86.16
4.2678526;47.1612889;796047.9030702;6674216.6945881;5.71;9.52;406.89;2015-02-11 10:00:08;6.30;5.19;5.71;369.90;299.62;329.58
4.2678603;47.1612728;796048.5150570;6674214.9158698;4.79;13.29;664.73;2015-02-11 10:00:09;6.76;4.36;4.79;604.30;489.48;538.43
4.2678708;47.1612579;796049.3370036;6674213.2738308;6.37;9.18;421.34;2015-02-11 10:00:10;6.22;5.79;6.37;383.03;310.26;341.28
4.2678787;47.1612417;796049.9643194;6674211.4842498;3.87;9.26;260.49;2015-02-11 10:00:11;6.51;3.52;3.87;236.81;191.81;210.99
4.2678884;47.1612266;796050.7260236;6674209.8190257;6.29;8.42;349.78;2015-02-11 10:00:12;6.30;5.71;6.29;317.98;257.57;283.32
4.2678981;47.1612108;796051.4889767;6674208.0760589;3.30;9.72;244.88;2015-02-11 10:00:13;6.55;3.00;3.30;222.62;180.32;198.35
4.2679073;47.1611951;796052.2138769;6674206.3435902;5.65;9.22;377.08;2015-02-11 10:00:14;6.37;5.14;5.65;342.80;277.67;305.43
4.2679161;47.1611808;796052.9059806;6674204.7661205;3.96;5.78;103.71;2015-02-11 10:00:15;6.37;3.60;3.96;94.28;76.36;84.00
4.2679255;47.1611668;796053.6429996;6674203.2226991;4.57;10.16;370.39;2015-02-11 10:00:16;6.30;4.16;4.57;336.72;272.74;300.02
4.2679341;47.1611530;796054.3190622;6674201.7005169;2.21;12.47;270.12;2015-02-11 10:00:17;6.51;2.01;2.21;245.56;198.90;218.80
4.2679416;47.1611388;796054.9125135;6674200.1325722;6.75;7.87;328.38;2015-02-11 10:00:18;6.40;6.14;6.75;298.53;241.81;265.99
4.2679512;47.1611232;796055.6675373;6674198.4116966;2.67;10.15;216.33;2015-02-11 10:00:19;6.73;2.43;2.67;196.66;159.29;175.22
4.2679646;47.1611072;796056.7111252;6674196.6510193;7.96;10.33;667.54;2015-02-11 10:00:20;6.33;7.24;7.96;606.86;491.56;540.71
4.2679743;47.1610931;796057.4710496;6674195.0968572;2.29;10.65;203.68;2015-02-11 10:00:21;6.30;2.08;2.29;185.17;149.98;164.98
4.2679844;47.1610790;796058.2612743;6674193.5431819;5.12;13.14;694.03;2015-02-11 10:00:22;6.33;4.65;5.12;630.94;511.06;562.17
4.2679949;47.1610638;796059.0837615;6674191.8678261;3.89;7.81;186.45;2015-02-11 10:00:23;6.48;3.54;3.89;169.50;137.30;151.03
4.2680062;47.1610475;796059.9688113;6674190.0712763;5.09;11.50;528.70;2015-02-11 10:00:24;6.37;4.62;5.09;480.64;389.32;428.25
4.2680180;47.1610343;796060.8862074;6674188.6196245;2.72;10.22;222.86;2015-02-11 10:00:25;6.62;2.47;2.72;202.60;164.11;180.52
4.2680280;47.1610195;796061.6701074;6674186.9880852;4.57;12.90;597.19;2015-02-11 10:00:26;6.30;4.16;4.57;542.90;439.75;483.72
4.2680372;47.1610042;796062.3942994;6674185.3000423;5.18;10.26;428.05;2015-02-11 10:00:27;6.26;4.71;5.18;389.14;315.20;346.72
4.2680474;47.1609900;796063.1922801;6674183.7353832;5.92;9.40;410.37;2015-02-11 10:00:28;6.69;5.38;5.92;373.06;302.18;332.40
4.2680569;47.1609760;796063.9368792;6674182.1920848;4.40;11.86;485.96;2015-02-11 10:00:29;6.55;4.00;4.40;441.79;357.85;393.63
4.2680623;47.1609629;796064.3692971;6674180.7437536;5.75;10.92;538.94;2015-02-11 10:00:30;6.26;5.23;5.75;489.95;396.86;436.54
4.2680700;47.1609489;796064.9775463;6674179.1982656;2.34;12.46;285.57;2015-02-11 10:00:31;6.15;2.13;2.34;259.61;210.29;231.32
4.2680765;47.1609352;796065.4943602;6674177.6846360;4.89;8.18;257.40;2015-02-11 10:00:32;6.62;4.45;4.89;234.00;189.54;208.50
4.2680857;47.1609217;796066.2153437;6674176.1965036;4.52;10.64;401.77;2015-02-11 10:00:33;5.58;4.11;4.52;365.24;295.85;325.43
4.2680926;47.1609078;796066.7628151;6674174.6611486;5.82;10.22;477.98;2015-02-11 10:00:34;6.80;5.29;5.82;434.53;351.97;387.16
4.2681014;47.1608922;796067.4572449;6674172.9393013;2.24;10.60;197.26;2015-02-11 10:00:35;6.44;2.03;2.24;179.33;145.25;159.78
4.2681121;47.1608779;796068.2932820;6674171.3641452;7.39;7.23;303.79;2015-02-11 10:00:36;6.33;6.72;7.39;276.17;223.70;246.07
4.2681216;47.1608612;796069.0427001;6674169.5209825;5.33;8.75;320.62;2015-02-11 10:00:37;6.08;4.84;5.33;291.47;236.09;259.70
4.2681298;47.1608482;796069.6870430;6674168.0871645;9.37;12.07;1071.90;2015-02-11 10:00:38;6.15;8.51;9.37;974.46;789.31;868.24
4.2681371;47.1608344;796070.2646378;6674166.5634026;2.49;11.77;270.58;2015-02-11 10:00:39;5.79;2.26;2.49;245.98;199.24;219.17
4.2681455;47.1608184;796070.9294828;6674164.7966447;6.08;9.64;444.31;2015-02-11 10:00:40;6.51;5.53;6.08;403.92;327.17;359.89
4.2681562;47.1608029;796071.7676625;6674163.0882157;3.45;11.46;355.60;2015-02-11 10:00:41;6.26;3.14;3.45;323.27;261.85;288.04
4.2681670;47.1607865;796072.6150232;6674161.2799536;6.71;9.78;503.60;2015-02-11 10:00:42;6.44;6.10;6.71;457.82;370.83;407.92
4.2681758;47.1607705;796073.3101696;6674159.5136826;3.35;6.28;103.96;2015-02-11 10:00:43;6.44;3.05;3.35;94.51;76.55;84.21
4.2681841;47.1607567;796073.9635167;6674157.9911378;3.91;10.56;342.56;2015-02-11 10:00:44;6.44;3.56;3.91;311.42;252.25;277.47
4.2681950;47.1607403;796074.8184538;6674156.1829977;3.43;8.13;178.10;2015-02-11 10:00:45;6.30;3.12;3.43;161.90;131.14;144.26
4.2682028;47.1607218;796075.4423105;6674154.1378575;5.53;11.02;527.71;2015-02-11 10:00:46;6.51;5.03;5.53;479.74;388.59;427.45
4.2682118;47.1607073;796076.1499329;6674152.5384219;3.39;11.77;369.05;2015-02-11 10:00:47;6.37;3.08;3.39;335.50;271.75;298.93
4.2682210;47.1606935;796076.8714570;6674151.0169726;6.75;9.74;503.33;2015-02-11 10:00:48;6.40;6.14;6.75;457.57;370.64;407.70
4.2682305;47.1606800;796077.6151715;6674149.5292067;2.89;10.56;253.46;2015-02-11 10:00:49;6.22;2.63;2.89;230.42;186.64;205.31
4.2682384;47.1606680;796078.2350093;6674148.2060857;1.14;13.59;165.10;2015-02-11 10:00:50;6.33;1.03;1.14;150.09;121.57;133.73
4.2682462;47.1606535;796078.8517322;6674146.6051904;3.55;8.70;211.14;2015-02-11 10:00:51;6.08;3.23;3.55;191.95;155.48;171.03
4.2682519;47.1606387;796079.3099140;6674144.9684215;4.47;8.65;262.58;2015-02-11 10:00:52;6.44;4.07;4.47;238.71;193.36;212.69
4.2682577;47.1606225;796079.7781686;6674143.1762889;1.19;8.51;67.78;2015-02-11 10:00:53;6.04;1.08;1.19;61.62;49.91;54.90
4.2682667;47.1606094;796080.4832958;6674141.7323394;2.78;7.89;135.75;2015-02-11 10:00:54;6.48;2.53;2.78;123.41;99.96;109.96
4.2682752;47.1605930;796081.1564350;6674139.9212800;3.11;10.74;281.73;2015-02-11 10:00:55;5.79;2.83;3.11;256.12;207.46;228.20
4.2682872;47.1605766;796082.0947026;6674138.1144795;2.21;12.65;278.16;2015-02-11 10:00:56;6.51;2.01;2.21;252.87;204.83;225.31
4.2682975;47.1605620;796082.9009831;6674136.5055206;4.03;8.64;236.27;2015-02-11 10:00:57;6.26;3.66;4.03;214.79;173.98;191.38
4.2683040;47.1605453;796083.4231570;6674134.6587095;2.86;9.11;186.04;2015-02-11 10:00:58;6.30;2.60;2.86;169.13;136.99;150.69
4.2683138;47.1605302;796084.1924548;6674132.9936117;6.19;11.33;623.95;2015-02-11 10:00:59;6.40;5.62;6.19;567.23;459.45;505.40
4.2683233;47.1605192;796084.9317131;6674131.7834996;3.09;10.09;246.79;2015-02-11 10:01:00;5.83;2.81;3.09;224.35;181.72;199.90
4.2683288;47.1605527;796085.2885771;6674135.5107391;11.80;3.48;112.40;2015-02-11 10:01:15;0.61;10.73;11.80;102.18;82.76;91.04
4.2683296;47.1605549;796085.3452528;6674135.7560471;2.71;3.02;19.39;2015-02-11 10:01:16;1.33;2.46;2.71;17.63;14.28;15.71
4.2683223;47.1605579;796084.7869193;6674136.0803474;1.73;4.18;23.74;2015-02-11 10:01:17;2.08;1.57;1.73;21.58;17.48;19.23
4.2683181;47.1605670;796084.4525307;6674137.0858927;4.07;5.55;98.70;2015-02-11 10:01:18;4.42;3.70;4.07;89.73;72.68;79.95
4.2683101;47.1605802;796083.8229745;6674138.5421646;3.27;5.27;71.36;2015-02-11 10:01:19;5.50;2.98;3.27;64.87;52.55;57.80
4.2683001;47.1605961;796083.0371001;6674140.2958679;5.23;10.94;491.71;2015-02-11 10:01:20;6.19;4.76;5.23;447.01;362.08;398.28
4.2682906;47.1606114;796082.2901720;6674141.9835431;2.84;9.04;182.56;2015-02-11 10:01:21;6.33;2.59;2.84;165.97;134.43;147.88
4.2682805;47.1606271;796081.4970801;6674143.7149128;2.34;14.44;383.71;2015-02-11 10:01:22;6.15;2.13;2.34;348.82;282.55;310.80
4.2682750;47.1606423;796081.0533342;6674145.3963492;3.39;8.85;208.39;2015-02-11 10:01:23;6.37;3.08;3.39;189.45;153.45;168.80
4.2682643;47.1606574;796080.2158631;6674147.0603523;5.62;8.29;303.85;2015-02-11 10:01:24;6.40;5.11;5.62;276.23;223.74;246.12
4.2682542;47.1606733;796079.4224158;6674148.8139345;3.47;8.95;218.56;2015-02-11 10:01:25;6.22;3.16;3.47;198.69;160.94;177.03
4.2682441;47.1606881;796078.6309312;6674150.4453496;2.88;9.67;210.99;2015-02-11 10:01:26;6.26;2.61;2.88;191.81;155.37;170.90
4.2682364;47.1607031;796078.0208918;6674152.1018972;5.62;12.14;651.43;2015-02-11 10:01:27;6.40;5.11;5.62;592.21;479.69;527.66
4.2682262;47.1607181;796077.2214762;6674153.7554030;3.98;8.08;204.26;2015-02-11 10:01:28;6.33;3.62;3.98;185.69;150.41;165.45
4.2682181;47.1607318;796076.5834563;6674155.2670846;2.96;11.38;301.36;2015-02-11 10:01:29;6.08;2.69;2.96;273.96;221.91;244.10
4.2682083;47.1607455;796075.8166608;6674156.7766979;3.45;7.11;137.01;2015-02-11 10:01:30;6.26;3.14;3.45;124.55;100.89;110.98
4.2681999;47.1607596;796075.1552029;6674158.3324391;5.27;8.85;323.71;2015-02-11 10:01:31;6.15;4.79;5.27;294.28;238.37;262.21
4.2681907;47.1607742;796074.4322529;6674159.9427376;2.86;14.42;466.43;2015-02-11 10:01:32;6.30;2.60;2.86;424.03;343.46;377.81
4.2681797;47.1607867;796073.5766985;6674161.3176178;5.97;10.16;483.29;2015-02-11 10:01:33;5.43;5.42;5.97;439.35;355.88;391.46
4.2681695;47.1607992;796072.7817448;6674162.6934715;4.35;8.96;274.38;2015-02-11 10:01:34;5.79;3.96;4.35;249.43;202.04;222.24
4.2681601;47.1608126;796072.0457864;6674164.1702536;1.91;8.90;118.86;2015-02-11 10:01:35;5.65;1.74;1.91;108.05;87.52;96.27
4.2681484;47.1608270;796071.1338185;6674165.7552986;4.52;6.78;163.33;2015-02-11 10:01:36;6.37;4.11;4.52;148.49;120.27;132.30
4.2681399;47.1608395;796070.4676418;6674167.1332209;3.11;10.60;274.47;2015-02-11 10:01:37;5.79;2.83;3.11;249.52;202.11;222.32
4.2681304;47.1608532;796069.7235743;6674168.6432001;5.43;9.75;405.02;2015-02-11 10:01:38;5.97;4.93;5.43;368.20;298.24;328.06
4.2681194;47.1608667;796068.8662384;6674170.1291421;4.68;12.54;578.10;2015-02-11 10:01:39;6.15;4.26;4.68;525.55;425.69;468.26
4.2681104;47.1608806;796068.1596902;6674171.6619419;8.88;11.03;848.80;2015-02-11 10:01:40;6.08;8.07;8.88;771.64;625.03;687.53
4.2681014;47.1608946;796067.4529639;6674173.2058480;5.85;9.82;443.42;2015-02-11 10:01:41;6.15;5.32;5.85;403.11;326.52;359.17
4.2680928;47.1609088;796066.7761814;6674174.7724530;2.33;11.29;232.78;2015-02-11 10:01:42;6.19;2.11;2.33;211.61;171.41;188.55
4.2680824;47.1609239;796065.9614433;6674176.4368233;5.23;12.27;618.98;2015-02-11 10:01:43;6.19;4.76;5.23;562.71;455.79;501.37
4.2680788;47.1609366;796065.6660888;6674177.8429198;1.18;9.80;88.73;2015-02-11 10:01:44;6.12;1.07;1.18;80.67;65.34;71.87
4.2680682;47.1609511;796064.8372715;6674179.4404102;1.88;13.43;265.57;2015-02-11 10:01:45;5.76;1.70;1.88;241.43;195.56;215.11
4.2680574;47.1609655;796063.9934830;6674181.0265513;3.49;11.14;340.31;2015-02-11 10:01:46;6.19;3.17;3.49;309.37;250.59;275.65
4.2680480;47.1609792;796063.2569939;6674182.5366530;5.23;7.12;208.44;2015-02-11 10:01:47;6.19;4.76;5.23;189.49;153.48;168.83
4.2680386;47.1609935;796062.5194349;6674184.1133914;4.07;9.55;291.71;2015-02-11 10:01:48;6.19;3.70;4.07;265.19;214.80;236.28
4.2680281;47.1610074;796061.6992645;6674185.6443672;2.26;5.21;48.21;2015-02-11 10:01:49;6.37;2.06;2.26;43.82;35.50;39.05
4.2680182;47.1610222;796060.9229393;6674187.2760281;5.49;10.51;476.64;2015-02-11 10:01:50;5.90;4.99;5.49;433.31;350.98;386.08
4.2680106;47.1610376;796060.3197699;6674188.9771239;2.84;9.05;183.03;2015-02-11 10:01:51;6.33;2.59;2.84;166.39;134.78;148.26
4.2680029;47.1610518;796059.7111661;6674190.5448247;6.14;8.68;363.32;2015-02-11 10:01:52;5.86;5.58;6.14;330.30;267.54;294.29
4.2679952;47.1610666;796059.1014925;6674192.1791622;4.03;11.43;413.15;2015-02-11 10:01:53;6.26;3.66;4.03;375.59;304.23;334.65
4.2679866;47.1610815;796058.4234657;6674193.8235111;3.62;10.96;341.41;2015-02-11 10:01:54;5.97;3.29;3.62;310.37;251.40;276.54
4.2679785;47.1610958;796057.7843844;6674195.4018316;5.79;7.66;266.51;2015-02-11 10:01:55;6.22;5.26;5.79;242.29;196.25;215.88
4.2679698;47.1611115;796057.0973565;6674197.1349079;5.79;5.90;158.17;2015-02-11 10:01:56;6.22;5.26;5.79;143.79;116.47;128.12
4.2679609;47.1611266;796056.3962490;6674198.8011043;6.44;9.16;423.92;2015-02-11 10:01:57;6.15;5.85;6.44;385.38;312.16;343.37
4.2679507;47.1611414;796055.5972019;6674200.4324010;7.02;10.53;611.71;2015-02-11 10:01:58;6.15;6.39;7.02;556.10;450.44;495.48
4.2679409;47.1611559;796054.8289903;6674202.0308661;4.12;7.99;206.55;2015-02-11 10:01:59;6.12;3.74;4.12;187.78;152.10;167.31
4.2679317;47.1611708;796054.1055157;6674203.6744857;1.16;7.03;44.91;2015-02-11 10:02:00;6.22;1.05;1.16;40.83;33.07;36.38
4.2679217;47.1611852;796053.3223332;6674205.2616016;1.16;6.55;39.17;2015-02-11 10:02:01;6.19;1.06;1.16;35.61;28.84;31.73
4.2679133;47.1611985;796052.6623130;6674206.7284966;7.83;10.31;653.09;2015-02-11 10:02:02;6.44;7.11;7.83;593.72;480.91;529.00
4.2679042;47.1612138;796051.9457011;6674208.4166625;4.30;10.34;361.14;2015-02-11 10:02:03;5.86;3.91;4.30;328.31;265.93;292.52
4.2678955;47.1612288;796051.2599246;6674210.0719968;4.52;10.12;363.78;2015-02-11 10:02:04;6.37;4.11;4.52;330.71;267.87;294.66
4.2678855;47.1612435;796050.4762087;6674211.6924314;4.10;10.76;372.38;2015-02-11 10:02:05;6.15;3.73;4.10;338.53;274.21;301.63
4.2678751;47.1612575;796049.6634415;6674213.2346368;4.71;7.91;231.27;2015-02-11 10:02:06;6.12;4.28;4.71;210.24;170.30;187.33
4.2678643;47.1612721;796048.8193048;6674214.8429925;3.43;5.74;88.62;2015-02-11 10:02:07;6.30;3.12;3.43;80.57;65.26;71.78
4.2678556;47.1612856;796048.1362050;6674216.3317354;4.00;10.36;337.26;2015-02-11 10:02:08;6.30;3.64;4.00;306.60;248.35;273.18
4.2678472;47.1613003;796047.4736904;6674217.9541167;4.14;10.93;388.98;2015-02-11 10:02:09;6.08;3.77;4.14;353.62;286.43;315.08
4.2678376;47.1613150;796046.7202764;6674219.5750384;4.71;9.38;324.84;2015-02-11 10:02:10;6.12;4.28;4.71;295.31;239.20;263.12
4.2678262;47.1613305;796045.8290864;6674221.2826198;3.45;12.05;393.55;2015-02-11 10:02:11;6.26;3.14;3.45;357.78;289.80;318.78
4.2678155;47.1613449;796044.9928835;6674222.8688854;5.96;8.74;357.67;2015-02-11 10:02:12;6.04;5.42;5.96;325.15;263.37;289.71
4.2678067;47.1613599;796044.2995355;6674224.5240989;2.33;15.21;422.88;2015-02-11 10:02:13;6.19;2.11;2.33;384.44;311.40;342.54
4.2677981;47.1613739;796043.6231211;6674226.0684946;4.63;7.79;220.85;2015-02-11 10:02:14;6.22;4.21;4.63;200.78;162.63;178.89
4.2677903;47.1613889;796043.0055236;6674227.7249245;4.74;12.19;552.46;2015-02-11 10:02:15;6.08;4.31;4.74;502.24;406.81;447.49
4.2677824;47.1614033;796042.3814214;6674229.3145963;2.29;10.19;186.32;2015-02-11 10:02:16;6.30;2.08;2.29;169.38;137.20;150.92
4.2677754;47.1614175;796041.8258509;6674230.8831505;4.19;10.55;366.49;2015-02-11 10:02:17;6.01;3.81;4.19;333.17;269.87;296.86
4.2677671;47.1614321;796041.1710928;6674232.4945481;2.80;9.50;198.26;2015-02-11 10:02:18;6.44;2.54;2.80;180.24;145.99;160.59
4.2677597;47.1614466;796040.5846880;6674234.0959343;4.22;12.63;529.17;2015-02-11 10:02:19;5.97;3.84;4.22;481.07;389.66;428.63
4.2677519;47.1614607;796039.9686970;6674235.6524096;2.83;9.78;212.29;2015-02-11 10:02:20;6.37;2.57;2.83;192.99;156.32;171.95
4.2677434;47.1614755;796039.2984333;6674237.2857763;2.33;8.04;118.24;2015-02-11 10:02:21;6.19;2.11;2.33;107.49;87.07;95.77
4.2677359;47.1614896;796038.7051678;6674238.8426167;7.19;10.50;622.92;2015-02-11 10:02:22;6.01;6.53;7.19;566.29;458.69;504.56
4.2677277;47.1615033;796038.0595912;6674240.3541812;2.96;7.84;142.91;2015-02-11 10:02:23;6.08;2.69;2.96;129.91;105.23;115.75
4.2677192;47.1615178;796037.3898635;6674241.9542299;2.89;10.37;244.28;2015-02-11 10:02:24;6.22;2.63;2.89;222.08;179.88;197.87
4.2677122;47.1615316;796036.8350086;6674243.4783602;2.37;9.32;161.68;2015-02-11 10:02:25;6.08;2.15;2.37;146.98;119.06;130.96
4.2677061;47.1615455;796036.3481502;6674245.0146913;2.33;9.29;157.57;2015-02-11 10:02:26;6.19;2.11;2.33;143.24;116.03;127.63
4.2676969;47.1615599;796035.6255771;6674246.6027827;2.34;11.43;240.31;2015-02-11 10:02:27;6.15;2.13;2.34;218.46;176.95;194.65
4.2676888;47.1615742;796034.9865071;6674248.1811059;4.32;8.58;249.82;2015-02-11 10:02:28;5.83;3.93;4.32;227.11;183.96;202.35
4.2676804;47.1615884;796034.3248909;6674249.7479583;2.89;13.41;408.96;2015-02-11 10:02:29;6.22;2.63;2.89;371.78;301.14;331.25
4.2676697;47.1616026;796033.4890514;6674251.3120134;3.51;6.87;130.31;2015-02-11 10:02:30;6.15;3.19;3.51;118.46;95.95;105.55
4.2676594;47.1616175;796032.6822639;6674252.9542980;3.43;7.38;146.54;2015-02-11 10:02:31;6.30;3.12;3.43;133.22;107.91;118.70
4.2676517;47.1616317;796032.0736734;6674254.5220020;3.31;8.35;181.39;2015-02-11 10:02:32;5.43;3.01;3.31;164.90;133.57;146.93
4.2676410;47.1616437;796031.2417579;6674255.8417229;4.48;7.65;206.02;2015-02-11 10:02:33;4.82;4.07;4.48;187.29;151.71;166.88
